ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CL,2020-10-31,1413,1234,0,174,5,0
CM,2020-10-31,694,567,0,127,0,0
CN,2020-10-31,131,127,0,4,0,0
CT,2020-10-31,3524,3522,0,0,2,0
EX,2020-10-31,380,308,0,71,0,1
GA,2020-10-31,635,618,0,17,0,0
IB,2020-10-31,95,93,0,2,0,0
MC,2020-10-31,877,672,2,202,0,1
MD,2020-10-31,1210,608,0,602,0,0
ML,2020-10-31,54,35,0,19,0,0
NC,2020-10-31,415,308,0,107,0,0
PV,2020-10-31,1316,1173,0,143,0,0
RI,2020-10-31,169,164,0,5,0,0
VC,2020-10-31,1548,1434,0,114,0,0
AN,2020-11-01,2901,1865,0,1036,0,0
AR,2020-11-01,760,516,0,244,0,0
AS,2020-11-01,436,436,0,0,0,0
CB,2020-11-01,189,189,0,0,0,0
CE,2020-11-01,68,13,0,55,0,0
CL,2020-11-01,1493,1269,0,220,4,0
CM,2020-11-01,636,493,0,143,0,0
CN,2020-11-01,135,128,0,7,0,0
CT,2020-11-01,3081,3080,0,0,1,0
EX,2020-11-01,381,279,0,102,0,0
GA,2020-11-01,670,647,0,23,0,0
IB,2020-11-01,245,238,0,7,0,0
MC,2020-11-01,734,545,1,188,0,0
MD,2020-11-01,1139,605,0,534,0,0
ML,2020-11-01,41,25,0,16,0,0
NC,2020-11-01,414,311,0,103,0,0
PV,2020-11-01,1400,1214,0,186,0,0
RI,2020-11-01,146,140,0,6,0,0
VC,2020-11-01,1334,1209,0,125,0,0
AN,2020-11-02,2606,1581,0,1025,0,0
AR,2020-11-02,787,515,0,272,0,0
AS,2020-11-02,583,583,0,0,0,0
CB,2020-11-02,263,263,0,0,0,0
CE,2020-11-02,54,19,0,35,0,0
CL,2020-11-02,1502,1283,0,218,1,0
CM,2020-11-02,983,787,0,196,0,0
CN,2020-11-02,141,133,0,8,0,0
CT,2020-11-02,5143,5132,0,0,10,1
EX,2020-11-02,419,347,0,71,0,1
GA,2020-11-02,725,712,0,13,0,0
IB,2020-11-02,338,317,1,20,0,0
MC,2020-11-02,888,627,1,258,2,0
MD,2020-11-02,1220,633,0,587,0,0
ML,2020-11-02,43,18,0,25,0,0
NC,2020-11-02,419,290,0,129,0,0
PV,2020-11-02,1480,1255,0,225,0,0
RI,2020-11-02,188,185,0,3,0,0
VC,2020-11-02,1903,1658,0,245,0,0
AN,2020-11-03,3929,2049,0,1880,0,0
AR,2020-11-03,897,578,0,318,1,0
AS,2020-11-03,558,558,0,0,0,0
CB,2020-11-03,239,239,0,0,0,0
CE,2020-11-03,56,12,0,44,0,0
CL,2020-11-03,1853,1568,0,274,11,0
CM,2020-11-03,985,757,0,228,0,0
CN,2020-11-03,170,160,0,10,0,0
CT,2020-11-03,4830,4822,0,0,8,0
EX,2020-11-03,407,310,2,95,0,0
GA,2020-11-03,572,560,0,12,0,0
IB,2020-11-03,328,308,0,20,0,0
MC,2020-11-03,949,689,3,255,1,1
MD,2020-11-03,2159,1086,0,1073,0,0
ML,2020-11-03,52,31,0,21,0,0
NC,2020-11-03,332,220,0,112,0,0
PV,2020-11-03,1407,1171,0,236,0,0
RI,2020-11-03,204,197,0,7,0,0
VC,2020-11-03,1862,1666,0,196,0,0
AN,2020-11-04,4403,2758,0,1645,0,0
AR,2020-11-04,848,585,0,263,0,0
AS,2020-11-04,290,290,0,0,0,0
CB,2020-11-04,222,222,0,0,0,0
CE,2020-11-04,54,15,0,39,0,0
CL,2020-11-04,1710,1504,0,201,5,0
CM,2020-11-04,1016,845,0,171,0,0
CN,2020-11-04,128,121,0,7,0,0
CT,2020-11-04,4257,4248,0,0,9,0
EX,2020-11-04,476,363,0,113,0,0
GA,2020-11-04,578,559,0,19,0,0
IB,2020-11-04,280,265,5,10,0,0
MC,2020-11-04,898,658,1,237,2,0
MD,2020-11-04,2028,1165,0,863,0,0
ML,2020-11-04,39,21,0,18,0,0
NC,2020-11-04,344,227,0,117,0,0
PV,2020-11-04,1268,1070,0,198,0,0
RI,2020-11-04,201,198,0,3,0,0
VC,2020-11-04,1855,1672,0,183,0,0
AN,2020-11-05,4294,2836,0,1458,0,0
AR,2020-11-05,725,488,0,237,0,0
AS,2020-11-05,468,468,0,0,0,0
CB,2020-11-05,235,235,0,0,0,0
CE,2020-11-05,51,9,0,42,0,0
CL,2020-11-05,1588,1384,0,203,1,0
CM,2020-11-05,850,693,0,157,0,0
CN,2020-11-05,135,125,0,10,0,0
CT,2020-11-05,4217,4193,0,0,24,0
EX,2020-11-05,478,377,0,101,0,0
GA,2020-11-05,484,471,0,13,0,0
IB,2020-11-05,251,234,2,15,0,0
MC,2020-11-05,844,661,3,177,3,0
MD,2020-11-05,1758,1011,0,747,0,0
ML,2020-11-05,39,17,0,22,0,0
NC,2020-11-05,277,185,0,92,0,0
PV,2020-11-05,1239,988,0,251,0,0
RI,2020-11-05,180,177,0,3,0,0
VC,2020-11-05,1858,1672,0,186,0,0
AN,2020-11-06,4433,2873,0,1560,0,0
AR,2020-11-06,759,533,0,226,0,0
AS,2020-11-06,294,292,0,2,0,0
CB,2020-11-06,199,199,0,0,0,0
CE,2020-11-06,55,9,0,46,0,0
CL,2020-11-06,1591,1341,0,248,2,0
CM,2020-11-06,897,721,0,175,1,0
CN,2020-11-06,139,126,0,13,0,0
CT,2020-11-06,3921,3907,0,0,14,0
EX,2020-11-06,397,293,0,104,0,0
GA,2020-11-06,476,463,0,13,0,0
IB,2020-11-06,208,184,1,23,0,0
MC,2020-11-06,819,624,1,191,3,0
MD,2020-11-06,1931,1105,0,826,0,0
ML,2020-11-06,38,17,0,21,0,0
NC,2020-11-06,265,194,0,71,0,0
PV,2020-11-06,1202,924,0,278,0,0
RI,2020-11-06,191,189,0,2,0,0
VC,2020-11-06,1829,1623,0,206,0,0
AN,2020-11-07,3234,2238,0,996,0,0
AR,2020-11-07,646,492,0,154,0,0
AS,2020-11-07,525,523,0,2,0,0
CB,2020-11-07,241,241,0,0,0,0
CE,2020-11-07,41,13,0,26,2,0
CL,2020-11-07,1540,1316,0,222,2,0
CM,2020-11-07,612,484,0,128,0,0
CN,2020-11-07,125,102,0,23,0,0
CT,2020-11-07,2473,2465,0,0,7,1
EX,2020-11-07,287,220,0,67,0,0
GA,2020-11-07,483,465,0,18,0,0
IB,2020-11-07,226,210,0,16,0,0
MC,2020-11-07,762,572,1,188,0,1
MD,2020-11-07,1242,657,0,585,0,0
ML,2020-11-07,32,21,0,11,0,0
NC,2020-11-07,234,173,0,61,0,0
PV,2020-11-07,1258,1031,0,227,0,0
RI,2020-11-07,146,139,0,7,0,0
VC,2020-11-07,1474,1301,0,173,0,0
AN,2020-11-08,2215,1435,0,780,0,0
AR,2020-11-08,451,304,0,147,0,0
AS,2020-11-08,608,607,0,1,0,0
CB,2020-11-08,196,196,0,0,0,0
CE,2020-11-08,32,6,0,26,0,0
CL,2020-11-08,1265,1039,0,221,5,0
CM,2020-11-08,543,414,0,129,0,0
CN,2020-11-08,101,71,0,30,0,0
CT,2020-11-08,1816,1811,0,0,5,0
EX,2020-11-08,297,229,0,68,0,0
GA,2020-11-08,504,495,0,9,0,0
IB,2020-11-08,150,124,0,26,0,0
MC,2020-11-08,512,357,0,152,2,1
MD,2020-11-08,1118,562,0,556,0,0
ML,2020-11-08,23,16,0,7,0,0
NC,2020-11-08,209,138,0,71,0,0
PV,2020-11-08,1249,1001,0,248,0,0
RI,2020-11-08,125,122,1,2,0,0
VC,2020-11-08,1111,963,0,148,0,0
AN,2020-11-09,3521,2048,0,1473,0,0
AR,2020-11-09,638,448,0,190,0,0
AS,2020-11-09,674,672,0,2,0,0
CB,2020-11-09,230,230,0,0,0,0
CE,2020-11-09,31,6,0,25,0,0
CL,2020-11-09,1619,1355,0,251,13,0
CM,2020-11-09,722,556,0,164,2,0
CN,2020-11-09,125,73,0,51,0,1
CT,2020-11-09,3219,3211,0,0,7,1
EX,2020-11-09,339,255,0,84,0,0
GA,2020-11-09,652,630,0,22,0,0
IB,2020-11-09,246,210,1,35,0,0
MC,2020-11-09,697,496,0,201,0,0
MD,2020-11-09,1449,709,0,740,0,0
ML,2020-11-09,41,20,0,21,0,0
NC,2020-11-09,229,144,0,85,0,0
PV,2020-11-09,1382,1034,0,348,0,0
RI,2020-11-09,148,141,0,7,0,0
VC,2020-11-09,1463,1238,0,225,0,0
AN,2020-11-10,3927,2603,0,1324,0,0
AR,2020-11-10,577,401,0,175,1,0
AS,2020-11-10,801,791,0,10,0,0
CB,2020-11-10,223,223,0,0,0,0
CE,2020-11-10,39,7,0,30,2,0
CL,2020-11-10,1544,1324,0,218,2,0
CM,2020-11-10,786,610,0,175,1,0
CN,2020-11-10,125,87,0,38,0,0
CT,2020-11-10,3518,3508,0,0,10,0
EX,2020-11-10,347,261,0,86,0,0
GA,2020-11-10,596,576,0,20,0,0
IB,2020-11-10,213,182,0,31,0,0
MC,2020-11-10,662,499,2,160,0,1
MD,2020-11-10,1705,868,0,837,0,0
ML,2020-11-10,36,20,0,16,0,0
NC,2020-11-10,209,143,0,66,0,0
PV,2020-11-10,1108,802,0,306,0,0
RI,2020-11-10,174,169,0,5,0,0
VC,2020-11-10,1440,1241,0,199,0,0
AN,2020-11-11,3872,2588,0,1284,0,0
AR,2020-11-11,575,418,0,157,0,0
AS,2020-11-11,443,431,0,12,0,0
CB,2020-11-11,227,227,0,0,0,0
CE,2020-11-11,24,5,0,19,0,0
CL,2020-11-11,1319,1119,0,196,4,0
CM,2020-11-11,753,598,0,155,0,0
CN,2020-11-11,128,84,0,43,0,1
CT,2020-11-11,2762,2745,0,0,17,0
EX,2020-11-11,366,296,0,70,0,0
GA,2020-11-11,517,503,0,14,0,0
IB,2020-11-11,182,160,0,22,0,0
MC,2020-11-11,665,529,1,135,0,0
MD,2020-11-11,1578,866,0,712,0,0
ML,2020-11-11,29,18,0,11,0,0
NC,2020-11-11,236,142,0,94,0,0
PV,2020-11-11,1112,794,0,318,0,0
RI,2020-11-11,136,136,0,0,0,0
VC,2020-11-11,1598,1417,0,181,0,0
AN,2020-11-12,3739,2617,0,1122,0,0
AR,2020-11-12,487,377,0,110,0,0
AS,2020-11-12,247,240,0,7,0,0
CB,2020-11-12,180,180,0,0,0,0
CE,2020-11-12,30,8,0,22,0,0
CL,2020-11-12,1325,1138,0,185,2,0
CM,2020-11-12,644,504,0,140,0,0
CN,2020-11-12,109,77,0,32,0,0
CT,2020-11-12,2514,2509,0,0,4,1
EX,2020-11-12,303,220,0,83,0,0
GA,2020-11-12,493,478,0,15,0,0
IB,2020-11-12,192,172,1,19,0,0
MC,2020-11-12,555,429,0,126,0,0
MD,2020-11-12,1344,745,0,599,0,0
ML,2020-11-12,21,11,0,10,0,0
NC,2020-11-12,201,125,0,76,0,0
PV,2020-11-12,919,616,0,303,0,0
RI,2020-11-12,115,111,0,4,0,0
VC,2020-11-12,1446,1258,0,188,0,0
AN,2020-11-13,3799,2634,0,1165,0,0
AR,2020-11-13,480,354,0,126,0,0
AS,2020-11-13,296,275,0,21,0,0
CB,2020-11-13,217,216,0,0,0,1
CE,2020-11-13,19,4,0,15,0,0
CL,2020-11-13,1223,988,0,234,1,0
CM,2020-11-13,662,531,0,131,0,0
CN,2020-11-13,123,83,0,40,0,0
CT,2020-11-13,2533,2514,0,0,17,2
EX,2020-11-13,235,167,1,67,0,0
GA,2020-11-13,469,454,0,15,0,0
IB,2020-11-13,196,175,1,20,0,0
MC,2020-11-13,501,367,0,131,0,3
MD,2020-11-13,1444,832,0,612,0,0
ML,2020-11-13,27,15,0,12,0,0
NC,2020-11-13,175,121,0,54,0,0
PV,2020-11-13,907,554,0,353,0,0
RI,2020-11-13,134,129,0,5,0,0
VC,2020-11-13,1472,1279,0,193,0,0
AN,2020-11-14,2430,1859,0,571,0,0
AR,2020-11-14,349,229,0,120,0,0
AS,2020-11-14,378,365,0,13,0,0
CB,2020-11-14,256,255,0,0,0,1
CE,2020-11-14,21,6,0,15,0,0
CL,2020-11-14,1187,954,0,229,4,0
CM,2020-11-14,544,459,0,85,0,0
CN,2020-11-14,116,79,0,37,0,0
CT,2020-11-14,1642,1641,0,0,1,0
EX,2020-11-14,260,168,0,92,0,0
GA,2020-11-14,650,635,0,15,0,0
IB,2020-11-14,187,158,2,27,0,0
MC,2020-11-14,450,331,1,118,0,0
MD,2020-11-14,1081,546,0,535,0,0
ML,2020-11-14,32,17,0,15,0,0
NC,2020-11-14,144,101,0,43,0,0
PV,2020-11-14,850,678,0,172,0,0
RI,2020-11-14,95,89,0,6,0,0
VC,2020-11-14,1222,1070,0,152,0,0
AN,2020-11-15,1708,1162,0,546,0,0
AR,2020-11-15,313,221,0,92,0,0
AS,2020-11-15,452,428,0,24,0,0
CB,2020-11-15,166,165,0,0,0,1
CE,2020-11-15,25,5,0,19,1,0
CL,2020-11-15,1017,828,0,188,1,0
CM,2020-11-15,343,239,0,104,0,0
CN,2020-11-15,103,65,0,38,0,0
CT,2020-11-15,1183,1183,0,0,0,0
EX,2020-11-15,124,74,0,49,0,1
GA,2020-11-15,531,514,0,17,0,0
IB,2020-11-15,144,113,0,31,0,0
MC,2020-11-15,310,226,0,84,0,0
MD,2020-11-15,977,519,0,458,0,0
ML,2020-11-15,21,10,0,11,0,0
NC,2020-11-15,134,88,0,46,0,0
PV,2020-11-15,899,670,0,229,0,0
RI,2020-11-15,101,98,0,3,0,0
VC,2020-11-15,852,737,0,115,0,0
AN,2020-11-16,2724,1623,0,1101,0,0
AR,2020-11-16,424,298,0,126,0,0
AS,2020-11-16,328,292,0,36,0,0
CB,2020-11-16,180,179,0,0,0,1
CE,2020-11-16,39,9,0,30,0,0
CL,2020-11-16,1157,876,0,281,0,0
CM,2020-11-16,628,493,0,135,0,0
CN,2020-11-16,104,59,0,45,0,0
CT,2020-11-16,2431,2419,0,1,11,0
EX,2020-11-16,204,124,0,79,0,1
GA,2020-11-16,637,621,0,16,0,0
IB,2020-11-16,246,201,1,44,0,0
MC,2020-11-16,387,244,0,143,0,0
MD,2020-11-16,1486,757,0,729,0,0
ML,2020-11-16,33,16,0,17,0,0
NC,2020-11-16,150,98,0,52,0,0
PV,2020-11-16,966,624,0,342,0,0
RI,2020-11-16,100,95,0,5,0,0
VC,2020-11-16,1331,1097,0,234,0,0
AN,2020-11-17,3239,2263,0,976,0,0
AR,2020-11-17,361,269,0,92,0,0
AS,2020-11-17,349,333,0,16,0,0
CB,2020-11-17,149,149,0,0,0,0
CE,2020-11-17,32,7,0,25,0,0
CL,2020-11-17,1146,948,0,197,1,0
CM,2020-11-17,576,477,0,98,1,0
CN,2020-11-17,131,83,0,48,0,0
CT,2020-11-17,2318,2303,0,0,15,0
EX,2020-11-17,239,169,0,70,0,0
GA,2020-11-17,501,490,0,11,0,0
IB,2020-11-17,188,176,3,9,0,0
MC,2020-11-17,431,292,0,138,1,0
MD,2020-11-17,1351,733,0,618,0,0
ML,2020-11-17,37,13,0,24,0,0
NC,2020-11-17,143,100,0,43,0,0
PV,2020-11-17,896,564,0,332,0,0
RI,2020-11-17,112,101,0,11,0,0
VC,2020-11-17,1439,1237,0,202,0,0
AN,2020-11-18,2699,1865,0,834,0,0
AR,2020-11-18,427,339,0,88,0,0
AS,2020-11-18,335,308,0,27,0,0
CB,2020-11-18,153,153,0,0,0,0
CE,2020-11-18,26,5,0,21,0,0
CL,2020-11-18,995,802,0,193,0,0
CM,2020-11-18,518,430,0,88,0,0
CN,2020-11-18,114,62,0,52,0,0
CT,2020-11-18,1980,1972,0,0,8,0
EX,2020-11-18,209,126,0,83,0,0
GA,2020-11-18,499,486,0,13,0,0
IB,2020-11-18,253,222,0,31,0,0
MC,2020-11-18,351,259,0,92,0,0
MD,2020-11-18,1233,663,0,570,0,0
ML,2020-11-18,32,13,0,19,0,0
NC,2020-11-18,153,102,0,51,0,0
PV,2020-11-18,722,455,0,267,0,0
RI,2020-11-18,105,104,0,1,0,0
VC,2020-11-18,1342,1175,0,167,0,0
AN,2020-11-19,2336,1675,0,661,0,0
AR,2020-11-19,319,242,0,77,0,0
AS,2020-11-19,251,237,0,14,0,0
CB,2020-11-19,103,102,0,0,0,1
CE,2020-11-19,20,3,0,17,0,0
CL,2020-11-19,679,536,0,140,3,0
CM,2020-11-19,494,403,0,90,1,0
CN,2020-11-19,93,57,0,36,0,0
CT,2020-11-19,1620,1612,0,0,8,0
EX,2020-11-19,189,138,0,51,0,0
GA,2020-11-19,423,409,0,14,0,0
IB,2020-11-19,271,237,2,32,0,0
MC,2020-11-19,273,183,0,90,0,0
MD,2020-11-19,1039,562,0,477,0,0
ML,2020-11-19,28,11,0,17,0,0
NC,2020-11-19,135,94,0,41,0,0
PV,2020-11-19,575,350,0,225,0,0
RI,2020-11-19,96,92,0,4,0,0
VC,2020-11-19,1221,1053,0,168,0,0
AN,2020-11-20,2332,1639,0,693,0,0
AR,2020-11-20,323,238,0,85,0,0
AS,2020-11-20,230,204,0,26,0,0
CB,2020-11-20,142,141,0,0,0,1
CE,2020-11-20,16,4,0,12,0,0
CL,2020-11-20,763,514,0,248,1,0
CM,2020-11-20,465,396,0,69,0,0
CN,2020-11-20,108,65,0,43,0,0
CT,2020-11-20,1807,1798,0,0,9,0
EX,2020-11-20,172,116,1,55,0,0
GA,2020-11-20,458,439,0,18,1,0
IB,2020-11-20,274,249,2,23,0,0
MC,2020-11-20,243,185,0,58,0,0
MD,2020-11-20,1192,688,0,504,0,0
ML,2020-11-20,27,8,0,19,0,0
NC,2020-11-20,130,102,0,28,0,0
PV,2020-11-20,587,322,0,265,0,0
RI,2020-11-20,96,94,0,2,0,0
VC,2020-11-20,1312,1144,0,168,0,0
AN,2020-11-21,1624,1282,0,342,0,0
AR,2020-11-21,234,158,0,76,0,0
AS,2020-11-21,384,370,0,14,0,0
CB,2020-11-21,123,122,0,0,0,1
CE,2020-11-21,19,7,0,12,0,0
CL,2020-11-21,596,438,0,157,1,0
CM,2020-11-21,334,257,0,77,0,0
CN,2020-11-21,109,65,0,44,0,0
CT,2020-11-21,1024,1024,0,0,0,0
EX,2020-11-21,162,115,0,47,0,0
GA,2020-11-21,382,369,0,13,0,0
IB,2020-11-21,208,187,0,21,0,0
MC,2020-11-21,272,207,0,65,0,0
MD,2020-11-21,901,485,0,416,0,0
ML,2020-11-21,14,4,0,10,0,0
NC,2020-11-21,101,67,0,34,0,0
PV,2020-11-21,611,408,0,203,0,0
RI,2020-11-21,80,76,0,4,0,0
VC,2020-11-21,975,832,0,143,0,0
AN,2020-11-22,1061,712,0,349,0,0
AR,2020-11-22,167,108,0,59,0,0
AS,2020-11-22,255,233,0,22,0,0
CB,2020-11-22,90,88,0,0,0,2
CE,2020-11-22,13,1,0,12,0,0
CL,2020-11-22,556,328,0,227,1,0
CM,2020-11-22,272,187,0,85,0,0
CN,2020-11-22,113,75,0,37,0,1
CT,2020-11-22,827,827,0,0,0,0
EX,2020-11-22,122,75,0,46,1,0
GA,2020-11-22,381,371,0,10,0,0
IB,2020-11-22,266,234,1,31,0,0
MC,2020-11-22,145,103,0,42,0,0
MD,2020-11-22,816,437,0,379,0,0
ML,2020-11-22,14,4,0,10,0,0
NC,2020-11-22,128,99,0,29,0,0
PV,2020-11-22,442,310,0,132,0,0
RI,2020-11-22,75,69,0,6,0,0
VC,2020-11-22,718,597,0,121,0,0
AN,2020-11-23,1450,941,0,509,0,0
AR,2020-11-23,280,200,0,80,0,0
AS,2020-11-23,303,282,0,21,0,0
CB,2020-11-23,105,103,0,0,0,2
CE,2020-11-23,10,1,1,8,0,0
CL,2020-11-23,676,430,0,244,2,0
CM,2020-11-23,447,341,0,106,0,0
CN,2020-11-23,128,84,0,41,0,3
CT,2020-11-23,1570,1559,0,0,8,3
EX,2020-11-23,216,157,0,58,1,0
GA,2020-11-23,438,420,0,18,0,0
IB,2020-11-23,326,277,1,48,0,0
MC,2020-11-23,233,147,0,86,0,0
MD,2020-11-23,1156,593,0,563,0,0
ML,2020-11-23,21,12,0,9,0,0
NC,2020-11-23,135,97,0,38,0,0
PV,2020-11-23,615,391,0,224,0,0
RI,2020-11-23,95,87,0,8,0,0
VC,2020-11-23,1045,847,0,198,0,0
AN,2020-11-24,1770,1215,0,555,0,0
AR,2020-11-24,267,200,0,67,0,0
AS,2020-11-24,261,239,0,22,0,0
CB,2020-11-24,88,87,0,0,0,1
CE,2020-11-24,9,2,0,7,0,0
CL,2020-11-24,525,338,0,185,2,0
CM,2020-11-24,460,379,0,81,0,0
CN,2020-11-24,130,89,0,39,0,2
CT,2020-11-24,1470,1453,0,0,17,0
EX,2020-11-24,194,142,1,50,0,1
GA,2020-11-24,366,349,0,17,0,0
IB,2020-11-24,264,238,1,25,0,0
MC,2020-11-24,250,173,1,76,0,0
MD,2020-11-24,1300,755,0,545,0,0
ML,2020-11-24,24,11,0,13,0,0
NC,2020-11-24,114,82,0,32,0,0
PV,2020-11-24,574,318,0,256,0,0
RI,2020-11-24,78,73,0,5,0,0
VC,2020-11-24,1125,963,0,162,0,0
AN,2020-11-25,1500,1097,0,403,0,0
AR,2020-11-25,260,184,0,75,1,0
AS,2020-11-25,151,136,0,15,0,0
CB,2020-11-25,104,102,0,0,0,2
CE,2020-11-25,10,2,0,8,0,0
CL,2020-11-25,470,305,0,164,1,0
CM,2020-11-25,438,372,0,66,0,0
CN,2020-11-25,145,103,0,42,0,0
CT,2020-11-25,1487,1481,0,0,5,1
EX,2020-11-25,160,120,1,39,0,0
GA,2020-11-25,343,318,0,25,0,0
IB,2020-11-25,279,241,1,37,0,0
MC,2020-11-25,229,176,0,53,0,0
MD,2020-11-25,1166,676,0,490,0,0
ML,2020-11-25,14,9,0,5,0,0
NC,2020-11-25,118,92,0,26,0,0
PV,2020-11-25,608,334,0,274,0,0
RI,2020-11-25,92,91,0,1,0,0
VC,2020-11-25,1080,917,0,163,0,0
AN,2020-11-26,1375,1003,0,372,0,0
AR,2020-11-26,294,220,0,74,0,0
AS,2020-11-26,200,186,0,14,0,0
CB,2020-11-26,100,97,0,0,0,3
CE,2020-11-26,16,4,0,12,0,0
CL,2020-11-26,449,267,0,182,0,0
CM,2020-11-26,362,306,0,56,0,0
CN,2020-11-26,131,83,0,46,0,2
CT,2020-11-26,1380,1363,0,0,16,1
EX,2020-11-26,161,119,1,41,0,0
GA,2020-11-26,316,289,0,27,0,0
IB,2020-11-26,248,220,0,28,0,0
MC,2020-11-26,239,175,0,63,1,0
MD,2020-11-26,959,536,0,423,0,0
ML,2020-11-26,11,2,0,9,0,0
NC,2020-11-26,133,94,0,39,0,0
PV,2020-11-26,467,268,0,199,0,0
RI,2020-11-26,61,58,0,3,0,0
VC,2020-11-26,981,834,0,147,0,0
AN,2020-11-27,1554,980,0,574,0,0
AR,2020-11-27,325,213,0,112,0,0
AS,2020-11-27,148,136,0,12,0,0
CB,2020-11-27,119,117,0,0,0,2
CE,2020-11-27,10,2,0,8,0,0
CL,2020-11-27,624,396,0,226,2,0
CM,2020-11-27,398,329,0,68,1,0
CN,2020-11-27,130,96,0,33,0,1
CT,2020-11-27,1682,1675,0,0,6,1
EX,2020-11-27,131,90,1,40,0,0
GA,2020-11-27,314,294,0,20,0,0
IB,2020-11-27,197,168,1,28,0,0
MC,2020-11-27,206,160,0,46,0,0
MD,2020-11-27,1229,758,0,471,0,0
ML,2020-11-27,15,7,0,8,0,0
NC,2020-11-27,101,67,0,34,0,0
PV,2020-11-27,426,204,0,222,0,0
RI,2020-11-27,91,86,0,4,1,0
VC,2020-11-27,991,831,0,160,0,0
AN,2020-11-28,958,703,0,255,0,0
AR,2020-11-28,276,213,0,63,0,0
AS,2020-11-28,235,220,0,15,0,0
CB,2020-11-28,197,193,0,0,0,4
CE,2020-11-28,13,8,0,5,0,0
CL,2020-11-28,407,292,0,115,0,0
CM,2020-11-28,329,275,0,54,0,0
CN,2020-11-28,129,79,0,49,0,1
CT,2020-11-28,958,956,0,0,0,2
EX,2020-11-28,111,66,0,45,0,0
GA,2020-11-28,332,316,0,16,0,0
IB,2020-11-28,130,116,0,14,0,0
MC,2020-11-28,189,130,1,58,0,0
MD,2020-11-28,816,426,0,390,0,0
ML,2020-11-28,11,4,0,7,0,0
NC,2020-11-28,68,51,0,17,0,0
PV,2020-11-28,459,289,0,170,0,0
RI,2020-11-28,54,50,0,4,0,0
VC,2020-11-28,850,698,0,152,0,0
AN,2020-11-29,672,434,0,238,0,0
AR,2020-11-29,189,138,0,51,0,0
AS,2020-11-29,219,209,0,10,0,0
CB,2020-11-29,109,107,0,0,0,2
CE,2020-11-29,2,1,0,1,0,0
CL,2020-11-29,291,148,0,143,0,0
CM,2020-11-29,258,201,0,57,0,0
CN,2020-11-29,138,86,0,52,0,0
CT,2020-11-29,741,740,0,0,0,1
EX,2020-11-29,101,59,0,42,0,0
GA,2020-11-29,311,283,0,28,0,0
IB,2020-11-29,85,62,0,23,0,0
MC,2020-11-29,97,59,0,38,0,0
MD,2020-11-29,775,380,0,395,0,0
ML,2020-11-29,7,3,0,4,0,0
NC,2020-11-29,80,57,0,23,0,0
PV,2020-11-29,475,328,0,147,0,0
RI,2020-11-29,37,37,0,0,0,0
VC,2020-11-29,561,429,0,132,0,0
AN,2020-11-30,1050,633,0,417,0,0
AR,2020-11-30,271,200,0,71,0,0
AS,2020-11-30,242,218,0,24,0,0
CB,2020-11-30,133,133,0,0,0,0
CE,2020-11-30,12,4,0,8,0,0
CL,2020-11-30,427,246,0,181,0,0
CM,2020-11-30,396,299,0,97,0,0
CN,2020-11-30,150,85,0,65,0,0
CT,2020-11-30,1599,1577,0,0,16,6
EX,2020-11-30,153,84,0,69,0,0
GA,2020-11-30,364,335,0,29,0,0
IB,2020-11-30,62,57,0,5,0,0
MC,2020-11-30,164,96,0,68,0,0
MD,2020-11-30,1103,559,0,544,0,0
ML,2020-11-30,21,5,0,16,0,0
NC,2020-11-30,80,46,0,34,0,0
PV,2020-11-30,513,284,0,229,0,0
RI,2020-11-30,56,53,0,3,0,0
VC,2020-11-30,921,727,0,194,0,0
AN,2020-12-01,1293,880,0,413,0,0
AR,2020-12-01,309,229,0,80,0,0
AS,2020-12-01,192,176,0,16,0,0
CB,2020-12-01,111,109,0,0,0,2
CE,2020-12-01,10,3,0,7,0,0
CL,2020-12-01,485,332,0,153,0,0
CM,2020-12-01,489,400,0,89,0,0
CN,2020-12-01,214,152,0,62,0,0
CT,2020-12-01,1593,1576,0,0,14,3
EX,2020-12-01,154,93,0,61,0,0
GA,2020-12-01,323,298,0,25,0,0
IB,2020-12-01,377,290,2,85,0,0
MC,2020-12-01,198,123,2,73,0,0
MD,2020-12-01,1229,720,0,509,0,0
ML,2020-12-01,21,13,0,8,0,0
NC,2020-12-01,85,60,0,25,0,0
PV,2020-12-01,447,247,0,200,0,0
RI,2020-12-01,67,67,0,0,0,0
VC,2020-12-01,1062,883,0,179,0,0
AN,2020-12-02,1129,781,0,348,0,0
AR,2020-12-02,303,236,0,67,0,0
AS,2020-12-02,231,220,0,11,0,0
CB,2020-12-02,122,119,0,0,0,3
CE,2020-12-02,11,5,0,6,0,0
CL,2020-12-02,313,189,0,123,1,0
CM,2020-12-02,479,395,0,84,0,0
CN,2020-12-02,174,122,0,52,0,0
CT,2020-12-02,1487,1471,0,0,12,4
EX,2020-12-02,144,87,0,57,0,0
GA,2020-12-02,318,299,0,19,0,0
IB,2020-12-02,340,274,1,65,0,0
MC,2020-12-02,186,135,0,50,1,0
MD,2020-12-02,1100,632,0,468,0,0
ML,2020-12-02,21,3,0,18,0,0
NC,2020-12-02,117,90,0,27,0,0
PV,2020-12-02,491,274,0,217,0,0
RI,2020-12-02,51,47,0,4,0,0
